question_id,intent,rewritten_intent,snippet
575,Write a python function to find nth number in a sequence which is not a multiple of a given number.,,"def count_no (A,N,L,R): 
    count = 0
    for i in range (L,R + 1): 
        if (i % A != 0): 
            count += 1
        if (count == N): 
            break
    return (i) "
576,Write a python function to check whether an array is subarray of another or not.,,"def is_Sub_Array(A,B,n,m): 
    i = 0; j = 0; 
    while (i < n and j < m):  
        if (A[i] == B[j]): 
            i += 1; 
            j += 1; 
            if (j == m): 
                return True;  
        else: 
            i = i - j + 1; 
            j = 0;       
    return False; "
577,Write a python function to find the last digit in factorial of a given number.,,"def last_Digit_Factorial(n): 
    if (n == 0): return 1
    elif (n <= 2): return n  
    elif (n == 3): return 6
    elif (n == 4): return 4 
    else: 
      return 0"
578,Write a function to interleave lists of the same length.,,"def interleave_lists(list1,list2,list3):
    result = [el for pair in zip(list1, list2, list3) for el in pair]
    return result"
579,Write a function to find the dissimilar elements in the given two tuples.,,"def find_dissimilar(test_tup1, test_tup2):
  res = tuple(set(test_tup1) ^ set(test_tup2))
  return (res) "
580,Write a function to extract the even elements in the nested mixed tuple.,,"def even_ele(test_tuple, even_fnc): 
	res = tuple() 
	for ele in test_tuple: 
		if isinstance(ele, tuple): 
			res += (even_ele(ele, even_fnc), ) 
		elif even_fnc(ele): 
			res += (ele, ) 
	return res 
def extract_even(test_tuple):
  res = even_ele(test_tuple, lambda x: x % 2 == 0)
  return (res) "
581,Write a python function to find the surface area of the square pyramid.,,"def surface_Area(b,s): 
    return 2 * b * s + pow(b,2) "
582,Write a function to check if a dictionary is empty or not.,,"def my_dict(dict1):
  if bool(dict1):
     return False
  else:
     return True"
583,Write a function for nth catalan number.,,"def catalan_number(num):
    if num <=1:
         return 1   
    res_num = 0
    for i in range(num):
        res_num += catalan_number(i) * catalan_number(num-i-1)
    return res_num"
584,Write a function to find all adverbs and their positions in a given sentence by using regex.,,"import re
def find_adverbs(text):
  for m in re.finditer(r""\w+ly"", text):
    return ('%d-%d: %s' % (m.start(), m.end(), m.group(0)))"
585,Write a function to find the n - expensive price items from a given dataset using heap queue algorithm.,,"import heapq
def expensive_items(items,n):
  expensive_items = heapq.nlargest(n, items, key=lambda s: s['price'])
  return expensive_items"
586,Write a python function to split the array and add the first part to the end.,,"def split_Arr(a,n,k):  
   b = a[:k] 
   return (a[k::]+b[::]) "
587,Write a function to convert a list to a tuple.,,"def list_tuple(listx):
  tuplex = tuple(listx)
  return tuplex"
588,Write a python function to find the difference between largest and smallest value in a given array.,,"def big_diff(nums):
     diff= max(nums)-min(nums)
     return diff"
589,Write a function to find perfect squares between two given numbers.,,"def perfect_squares(a, b):
    lists=[]
    for i in range (a,b+1):
        j = 1;
        while j*j <= i:
            if j*j == i:
                 lists.append(i)  
            j = j+1
        i = i+1
    return lists"
590,Write a function to convert polar coordinates to rectangular coordinates.,,"import cmath
def polar_rect(x,y):
 cn = complex(x,y)
 cn=cmath.polar(cn)
 cn1 = cmath.rect(2, cmath.pi)
 return (cn,cn1)"
591,Write a python function to interchange the first and last elements in a list.,,"def swap_List(newList): 
    size = len(newList) 
    temp = newList[0] 
    newList[0] = newList[size - 1] 
    newList[size - 1] = temp  
    return newList "
592,Write a python function to find sum of product of binomial co-efficients.,,"def binomial_Coeff(n,k): 
    C = [0] * (k + 1); 
    C[0] = 1; # nC0 is 1 
    for i in range(1,n + 1):  
        for j in range(min(i, k),0,-1): 
            C[j] = C[j] + C[j - 1]; 
    return C[k]; 
def sum_Of_product(n): 
    return binomial_Coeff(2 * n,n - 1); "
593,Write a function to remove leading zeroes from an ip address.,,"import re
def removezero_ip(ip):
 string = re.sub('\.[0]*', '.', ip)
 return string"
594,Write a function to find the difference of first even and odd number of a given list.,,"def diff_even_odd(list1):
    first_even = next((el for el in list1 if el%2==0),-1)
    first_odd = next((el for el in list1 if el%2!=0),-1)
    return (first_even-first_odd)"
595,Write a python function to count minimum number of swaps required to convert one binary string to another.,,"def min_Swaps(str1,str2) : 
    count = 0
    for i in range(len(str1)) :  
        if str1[i] != str2[i] : 
            count += 1
    if count % 2 == 0 : 
        return (count // 2) 
    else : 
        return (""Not Possible"") "
596,Write a function to find the size of the given tuple.,,"import sys 
def tuple_size(tuple_list):
  return (sys.getsizeof(tuple_list)) "
597,Write a function to find kth element from the given two sorted arrays.,,"def find_kth(arr1, arr2, m, n, k):
	sorted1 = [0] * (m + n)
	i = 0
	j = 0
	d = 0
	while (i < m and j < n):
		if (arr1[i] < arr2[j]):
			sorted1[d] = arr1[i]
			i += 1
		else:
			sorted1[d] = arr2[j]
			j += 1
		d += 1
	while (i < m):
		sorted1[d] = arr1[i]
		d += 1
		i += 1
	while (j < n):
		sorted1[d] = arr2[j]
		d += 1
		j += 1
	return sorted1[k - 1]"
598,Write a function to check whether the given number is armstrong or not.,,"def armstrong_number(number):
 sum = 0
 times = 0
 temp = number
 while temp > 0:
           times = times + 1
           temp = temp // 10
 temp = number
 while temp > 0:
           reminder = temp % 10
           sum = sum + (reminder ** times)
           temp //= 10
 if number == sum:
           return True
 else:
           return False"
599,Write a function to find sum and average of first n natural numbers.,,"def sum_average(number):
 total = 0
 for value in range(1, number + 1):
    total = total + value
 average = total / number
 return (total,average)"
600,Write a python function to check whether the given number is even or not using bitwise operator.,,"def is_Even(n) : 
    if (n^1 == n+1) :
        return True; 
    else :
        return False; "
601,Write a function to find the longest chain which can be formed from the given set of pairs.,,"class Pair(object): 
	def __init__(self, a, b): 
		self.a = a 
		self.b = b 
def max_chain_length(arr, n): 
	max = 0
	mcl = [1 for i in range(n)] 
	for i in range(1, n): 
		for j in range(0, i): 
			if (arr[i].a > arr[j].b and
				mcl[i] < mcl[j] + 1): 
				mcl[i] = mcl[j] + 1
	for i in range(n): 
		if (max < mcl[i]): 
			max = mcl[i] 
	return max"
602,Write a python function to find the first repeated character in a given string.,,"def first_repeated_char(str1):
  for index,c in enumerate(str1):
    if str1[:index+1].count(c) > 1:
      return c 
  return ""None"""
603,Write a function to get a lucid number smaller than or equal to n.,,"def get_ludic(n):
	ludics = []
	for i in range(1, n + 1):
		ludics.append(i)
	index = 1
	while(index != len(ludics)):
		first_ludic = ludics[index]
		remove_index = index + first_ludic
		while(remove_index < len(ludics)):
			ludics.remove(ludics[remove_index])
			remove_index = remove_index + first_ludic - 1
		index += 1
	return ludics"
604,Write a function to reverse words in a given string.,,"def reverse_words(s):
        return ' '.join(reversed(s.split()))"
605,Write a function to check if the given integer is a prime number.,,"def prime_num(num):
  if num >=1:
   for i in range(2, num//2):
     if (num % i) == 0:
                return False
     else:
                return True
  else:
          return False"
606,Write a function to convert degrees to radians.,,"import math
def radian_degree(degree):
 radian = degree*(math.pi/180)
 return radian"
607,Write a function to search a literals string in a string and also find the location within the original string where the pattern occurs by using regex.,,"import re
pattern = 'fox'
text = 'The quick brown fox jumps over the lazy dog.'
def find_literals(text, pattern):
  match = re.search(pattern, text)
  s = match.start()
  e = match.end()
  return (match.re.pattern, s, e)"
608,Write a python function to find nth bell number.,,"def bell_Number(n): 
    bell = [[0 for i in range(n+1)] for j in range(n+1)] 
    bell[0][0] = 1
    for i in range(1, n+1):
        bell[i][0] = bell[i-1][i-1]
        for j in range(1, i+1): 
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1] 
    return bell[n][0] "
609,Write a python function to find minimum possible value for the given periodic function.,,"def floor_Min(A,B,N):
    x = max(B - 1,N)
    return (A*x) // B"
610,Write a python function to remove the k'th element from a given list.,,"def remove_kth_element(list1, L):
    return  list1[:L-1] + list1[L:]"
611,Write a function to find the maximum of nth column from the given tuple list.,,"def max_of_nth(test_list, N):
  res = max([sub[N] for sub in test_list])
  return (res) "
612,Write a python function to merge the first and last elements separately in a list of lists.,,"def merge(lst):  
    return [list(ele) for ele in list(zip(*lst))] "
613,Write a function to find the maximum value in record list as tuple attribute in the given tuple list.,,"def maximum_value(test_list):
  res = [(key, max(lst)) for key, lst in test_list]
  return (res) "
614,Write a function to find the cumulative sum of all the values that are present in the given tuple list.,,"def cummulative_sum(test_list):
  res = sum(map(sum, test_list))
  return (res)"
615,Write a function to find average value of the numbers in a given tuple of tuples.,,"def average_tuple(nums):
    result = [sum(x) / len(x) for x in zip(*nums)]
    return result"
616,Write a function to perfom the modulo of tuple elements in the given two tuples.,,"def tuple_modulo(test_tup1, test_tup2):
  res = tuple(ele1 % ele2 for ele1, ele2 in zip(test_tup1, test_tup2)) 
  return (res) "
617,"Write a function to check for the number of jumps required of given length to reach a point of form (d, 0) from origin in a 2d plane.",,"def min_Jumps(a, b, d): 
    temp = a 
    a = min(a, b) 
    b = max(temp, b) 
    if (d >= b): 
        return (d + b - 1) / b 
    if (d == 0): 
        return 0
    if (d == a): 
        return 1
    else:
        return 2"
618,Write a function to divide two lists using map and lambda function.,,"def div_list(nums1,nums2):
  result = map(lambda x, y: x / y, nums1, nums2)
  return list(result)"
619,Write a function to move all the numbers in it to the given string.,,"def move_num(test_str):
  res = ''
  dig = ''
  for ele in test_str:
    if ele.isdigit():
      dig += ele
    else:
      res += ele
  res += dig
  return (res) "
620,Write a function to find the largest subset where each pair is divisible.,,"def largest_subset(a, n):
	dp = [0 for i in range(n)]
	dp[n - 1] = 1; 
	for i in range(n - 2, -1, -1):
		mxm = 0;
		for j in range(i + 1, n):
			if a[j] % a[i] == 0 or a[i] % a[j] == 0:
				mxm = max(mxm, dp[j])
		dp[i] = 1 + mxm
	return max(dp)"
